ITA,BS,CATEGORY
balestruccio,darderì,
balestruccio,dardirù,
balestruccio,róndena de córna,ornitologia
balia,bàila,arcaico
balia dal collare,alèt,
balia dal collare,alitì,
balia dal collare,batîale,ornitologia
balia nera,alì,
balia nera,alitì,ornitologia
"balire, fare da baglia",baglì,
ballatoio,balarèl,
ballatoio,balaröl,
ballatoio,baltrèsca,
ballerina gialla,balarìna,
ballerina gialla,boarìna,
ballerina gialla,boaròta,
ballerina gialla,catrèmola,
ballerina gialla,cûalònga,
ballerina gialla,pìnta,ornitologia
ballerina gialla,pasaclì,
ballerina gialla,pastürèla,ornitologia
"ballerina gialla, bianca, nera",boarìna,ornitologia
ballerino,brüzcül,
ballerino,gratacül,
ballerino,maràngol,arcaico
ballerino,patërlènga,
ballerino,sisabòtoi,
ballerino,stopacül,
ballerino d'acciaio,salì del tòrcol,
ballo carnevalesco di Bagolino,ariùsa,
ballo carnevalesco di Bagolino,bas de tach,
ballo dei gatti,trèsca,
ballo sull'aia,balròt,
ballotta,balòta,botanica
balocco,bilì,
balordo,balènch,
balordo,stërlöch,
balordo,sürlo,figurativo
balsamina,bèi-òm,
balsamina,bejòm,botanica
balsamita,"camilòt, camilòtè",
balsamita,"amàra, amarè",
balsamita,"casonsèla, casonselè",
balsamita,"còsta, costè",
balsamita,"fòrta, fortè",
balsamita,bùna,botanica
balsamita,èrba de S. Piéro,
balsamita,mènta grèca,
balsamita,sàlvia romàna,botanica
balsamo,bàlsëm,
balza,balsàna,
"balza, poggiolo, colle",riadèl/ronchèt,
bambagia,bombàs,
bambagia,cutù,
bambino,bagài,
bamboccione,lucù,figurativo
bambola,pöa,
bancarella,banchèt,
banco piccolo,banchitì,
bandella,antècia,
bandella,pòlëch,
banderuola,banderöla,
banderuola,volarì,
bandiera,bandèra,arcaico
bandolo della matassa,cò de la mezàna,
bara,càsa de mórt,
barattolo vuoto,scatolòt,
barba di becco,bàrba de bèch,ornitologia
barbabietola,raabiéda,botanica
barbaccia,barbàsa,
barbaforte,crèm,botanica
barbagianni,alòch,
barbagianni,barbàsa,
barbagianni,barbagiàno,
barbagianni,grögn,
barbagianni,lòch biànch,ornitologia
barbagianni,lòch öciù,
barbagianni,lòch ciàr,ornitologia
barbarea,ravezöla,botanica
barbazzale,barbosàl,
barbiere,barbèr,
barbiglio,barbàciola,
barbiglio,barbàtola,
barbiglione,tètola de la càvra,
barboncino,ca barbù,
barbone,barbù/verzõi,botanica
"barca da torbiera, fondo piatto",barchì,
"barca da torbiera, fondo piatto",naèt,
barcaiolo,barcaröl,
barcamenarsi,barchezàla,
barcollare,sigognà,
bardana,tìra caèi,botanica
bardatura,bardadüra,
bariletto,vizulì,
barilotto,vezöl,
barletto,verlèt,attrezzo
"barlotta, specie di pialla",rebõfì,arcaico
barlume,barlöm,
barrito,vèrs de l'elefànt,
baruffa,baröfa,
baruffare,batajà,
basamento della botte,sèta,
bascula,basacüna,
base di pianta spezzata,scavriù,
basettino,basetì,
basettino,canarì pìcol,
basettino,mostacì,
basettino,paesanì,
basettino,ücì de bò,
basettino,zuavì,ornitologia
basettoni,mostaciù,
basettoni,sintiliù,
basi di rami tagliati,tàpër,
basilico,basalèco,botanica
basilico selvatico,consòlida,
basilico selvatico,"èrba brünèla, brünelè",
basilico selvatico,ghislèta,
basilico selvatico,èrba sgarlèta,
basilisco,basalèsch,rettile
basire,sbasì,
bassissimo prezzo,strasamercàt,
basso di statura,tracagnòt,
"bastardella, recipiente in terracotta",süadüra,cucina
bastian contrario,paolcóntra,
basto,ninaröl,arcaico
basto piccolo,bastì,
bastonata,bacàda,
bastonata,canàda,
bastonata,fielàda,
bastonato,bacàt,
bastoncello (bastone corto per torcere la fune e stringere il fascio),torcèl,
bastone,bastù,
bastone,manegòt,
bastone,canèla,
bastone,stanghèt,
bastone con mazza,masüch,
bastone di cerro per sprangare la porta,saradèl,
bastone di cerro per sprangare la porta,seraèl,
bastone per le funi (bastoncino ricurvo che serve per stringere le funi),përsèl,arcaico
batacchio,baciòch,
batacchio,baciòcol,
batacchio,batiröl,
batacchio,batòcol,arcaico
batosta,scopàsa,
battagliare,sbatajà,
battaglio infisso alle porte,batènt,
battaglio infisso alle porte,batài,
battere,bacà,
battere,orzà,
battere,pestà,
battere,picà,
battere i denti,barbotà,
battere i denti,bàtër le brochète,figurativo
"battere il mattutino, le tenebre",bàtër i maitì,
battere il naso,snasà,
battere in terra il culo,scülatàda,
battere la fiacca,bàtëre la lèsca,
battere le biade,verzelà,
battere le palpebre,palpegnà,
battere le palpebre,sberlöcià,
battere le palpebre,sbarbelà j-öcc,
battesimo,batès,
battibecco,batibói,arcaico
battibecco,sgarbàtola,arcaico
batticuore,baticör,
battimano,batimà,
battiscopa in tinta,sòcol,
bellimbusto,saunèta,figurativo
biada,biàa,arcaico
"biadaiolo, venditore di biade",biaaröl,arcaico
bianchiccio,biancös,
biancone,biancù,ornitologia
biancospino,catarinèla,
biancospino,lendèna,
biancospino,marindìna,
biancospino,mìgola,
biancospino,piugnatìne,
biancospino,piröl,botanica
biancospino,spi bianchér,
biancospino,de sés,
biancospino,biànch,botanica
biascicare,biasà,
biascicare,biasügà,
bibinella,pimpinèla,botanica
bibiolo (beverino per uccelli),lubiulì,
bicchiere,bicèr,
bicchierino,"bicirì, tasì",
bicchierone,biceròt,
bicicletta,màzna,gergo-volgare
bicicletta,spìciola,gergo-volgare
bidente,forchèt,
bifolco,biólch,
bifolco,bifólch,
bigia padovana,becafìch,ornitologia
bigia padovana,biànch,ornitologia
bigia padovana,becapèrsëch,ornitologia
bigia padovana,rè de becafìch,ornitologia
bigiarella,bajarèla,ornitologia
bigiarella,becamóre,ornitologia
bigiarella,bianchelòt,ornitologia
bigiarella,ciarèta,ornitologia
bigiarella,gozèt,ornitologia
bigiarella,gozèta,ornitologia
bigiarella,gozatì,ornitologia
bigiarella,gozatù,ornitologia
bigiarella,zi-zìt,ornitologia
bigiotteria,bizoterìa,
bigotto,pelagì,arcaico
bigotto,bighì,
bigotto,catòcc,
bigotto,catuciù,
bigotto,chitì,
bigotto,chitinù,
bigotto,congregòt,
bigotto,mangiamòcoi,
bigotto,paolòt,
bigotto,stortacòl,
bilanciaio,balansér,
"bilanciere porta secchi, gabbie",bazöl,arcaico
"bilanciere porta secchi, gabbie",gambù,
bilancino,bilansì,
bilico (posizione di un corpo appoggiato in equilibrio),brüs,
bilico (posizione di un corpo appoggiato in equilibrio),pilinghèl,
bilico (stare in),nà 'n brüs,
bilico (stare in),sta 'n pendaröla,
billeri,sónza,botanica
billeri a foglie rotonde,concleàrgia,botanica
"billeri, erbetta da minestra",sónza de galìna,botanica
bimba,ciüìna,figurativo
bimba,pütina,
bimbo,bagatèl,
bimbo,pütì,
bimbo,ciüì,figurativo
bimbo irrequieto,matarèl,
biracchio,barbì,zoologia
birbante,balàndër,
birichinata,balosàda,
birichinata,barunàda,
birillo,piröl,
birocciaio,birocér,arcaico
biroccio,bàghër,arcaico
biroccio,bàzër,arcaico
biroccio,bròs,arcaico
bisaccia,barsèla,arcaico
bisaccia,bisàza,
bisaccia,bösàca,
bisaccia,sachèla,
bisavolo,bislào,
bisbetica,sbètega,
bisbetico,sbètëch,
bisboccia (far),nà 'n beànda,
bischerata,monàda,
"bischero, biscaro",móna,
"bischero, chiave del violino",bìscard,
biscia,bìsa,
biscotto impepato,peerì,
bistecca di cavallo tenera,sfersàia,
bisunto,bisónt,
bisunto,bisùt,
bitorzoluto,brofelàt,
bitorzoluto,ënterlàt,arcaico
bitorzoluto,gropulùs,
bitume,bitöm,
bizantini,lüstrì,
bizzeffe (a bizzeffe),a brandös,
bizzeffe (a bizzeffe),a sbàch,
blocco,plòch,
blocco,stàfol,arcaico
blu,blö,
bluff,blöf,
blusa,blüs,francesismo
bocca,bóca,
"bocca del ""pojàt"" (bocca della carbonaia)",bóca de föch,
boccacce,bóche,
boccacce,sguersignù,
boccaccia,bocalùna,
boccale,bocàl,
boccata,bucunàda,
boccata,bocàda,
bocche di leone,bóche de liù,botanica
boccia,bùcia,
bocciare,bocià,
bocciatura,bociadüra,
bocciolo,öcc,
bocciolo,bòciol,
bocciolo,bòtol,botanica
bocciolo piccolo,butulì,
boccolo,bùcol,
bocconcino,bucunsì,
bocconi,pasanzó,
boccuccia,bochìna,
boleto castano,castagnöi,micologia
boleto giallo,pineröla,micologia
boleto lurido,scàmbia culùr,micologia
boleto rufo,sürlo,micologia
boleto rufo,sürlo rós,micologia
bolla di farina nel far polenta,sciàtere,
bolla di sapone,bocàla,
bolla di sapone,bóla de saù,
bollente,boènt,
bollente,sbojènt,
bollente,sbroènt,
bollino,bulì,
bollire,bóër,
bollito,buìt,
bollitura lenta,sobóër,
bollitura lenta,sobói,
bollore,bói,
bolso,bóls,
bonagra,zamarèi,botanica
boncinello,bolsù,meccanica
borchia,rosèta,
bordello,bordèl,
bordo,cordù de la campàna,
bordo della mangiatoia,triisàl,
bordone,stungiù,
boria,altör,arcaico
borra (turacciolo di feltro per cartucce),boràs,
borragine,garzì,botanica
borragine,boràs,botanica
borragine,borài,botanica
borsa del pastore,èrba spàrgola,
borsa del pastore,èrba bórsa,
borsa del pastore,grataröla,
borsa del pastore,trüilì,
borsa di paglia,spórta,
borsacchina,grataröle,botanica
borsaiolo,borsajöl,
borsina,sportìna,
bosco (andar nel bosco),nà nel mut,arcaico
bosco per pali,palìna,
bosso,bós,
bosso,bòs,
bosso,bös,
bosso,mordéna,botanica
bosso,martèl,botanica
bossolo,bìsola,arcaico
bossolo,gropét,arcaico
bossolo dei sali,giandìna,
botola,bòcol,
botola,öséra,
botola,rebàlta,
botola superiore della botte,üs'céra,arcaico
"botta, percossa",pèta,
"botta, percossa",stosàda,
bottaio,soér,
bottaio,sûì,
bottatrice,góza,pesce-pesca
botte,pète,
botte grande,éza,
botte spandiliquame,brónza,
bottega,botéga,
bottegaio,boteghér,
botticella,botasì,
botticella,botasöl,
botticella,botezèla,
bottiglia,bòsa,
bottiglietta,bosèta,
botto,bòt,
bottone,butù,
bovaro,boér,
bovista nera,falòpa,
bovista nera,slòfa,
bovista nera,sopiaröl,micologia
bozzima,ëmbösma,
bozzima alla tela (dare la),ëmbösmà,
bozzoli sfarfallati,büzàie,
bozzolina,polìgola,botanica
bozzolo,bòsol,
bozzolo,galèta,
bozzolo avariato,falòpa,
braca,bràga,
braccetto,brasèt,
braccia possenti,brasù,
bracciante,brasènt,arcaico
braccianti a. bonif. Ferrarese,terasér,
bracciata,brasàda,
bracciata,brasolàda,
bracciata,brasöl,
bracciata di spago,làsa,
braccio,bràs,
bracciolo,brasöl,
brace coperta da cenere,mazéra,
brache,bràghe,
"brache, sostegni delle campane",picàje,
"bracia, brace",bràsca,arcaico
"bracia, brace",bràza,
braciere,brazér,
braciere,màdër del föch,
braciere,scaldìna,
braciola,brazöla,
bramosia,bramìsia,
branca orsina,pestegnàghe,botanica
branchie,baìs,arcaico
brandello,brandèl,
brandello,pièl,arcaico
brandello,sbendèl,
brandello,sbrandèl,
brandello,sbrèndol,
brassolo,brosöl,pesce-pesca
brassolo,rét,pesce-pesca
brava,bràa,
bravata,bülàda,
bravata,bülerìa,
braveggiare,galexà,arcaico
bravo,brào,
bravura,braüra,
bresciano,bresà,
bretella,tiràca,
breve pioggia,sbròf,
brezza del mattino,sùëre,
"bricca, dirupo",bréghën,
"bricca, dirupo",bréch,
"bricca, dirupo",brich,
bricco,cògoma,
bricco,ramìna,
bricconata,barunàda,
briccone,barù,
briciola,brìza,
briciola,grìgola,
briciola,mìgola,
briciolino,brizinì,
briciolino,migulì,
briciolo,brìs,
briciolo,mìgol,
briglia,brìa,
briglia sciolta,brìa deèrta,
"brillatoio (strumento per brillare riso, miglio)",pestadùra,
brinaiola,èrba spüsùna,
brinata,brinàda,
brindellato,sbrendelàt,
briona,söca selvàdega,
brionia,söca,
brividi (avere),bagulà,
brivido piacevole,bizigulì,
brizzolato,brisolàt,
brizzolato,ëndeesàt,
brodaglia,broadüra,
brodaglia e rifiuti per maiale,laadüra,
"brodaglia, brodo di verdura",bróa,
brodetto con uova sbattute,sansarèla,
brodo,bröd,
brodo (ghiotto di),brõdaröl,
brodo o latte rappreso,cagèl,
broglio,bròi,
"brolo, orto cintato, frutteto",bröl,
bromo molle,forasàch,botanica
broncone (grosso ramo per sostenere le viti),caràs,
brontolare,bruntulà,
brontolare,gongognà,
brontolare,rabotà,arcaico
brontolare,tarocà,arcaico
brontolare provocando,langagnà,
brontolone,rantegù,
brontolone,tangagnù,
brontolone,tontógn,
brontolone,tuntugnù,
bronzo,brónz,
brucare,böscà,
brucare,böschinà,
brucare,sgarbognà,
brucia,brüza,
bruciacchiare,strinà,
bruciacchiato,strinadèl,
bruciacchiato,strinàt,
bruciare,brüzà,
bruciare,fugà,
bruciare,lüzër,
bruciaticio (odore di),brustulù,
bruciato,àrs,
bruciato,brüzàt,
bruciore,brüzùr,
bruciore,pîùr,
bruco,gàtola,insetto
bruco,vèrëm dei fröcc,insetto
brugo,brüga,botanica
brugo o grecchia,argnògna,botanica
brugo o grecchia,brüch,botanica
brugo o grecchia,grüza,botanica
brugo o grecchia,magós,botanica
brugo o grecchia,règna,botanica
brugo o grecchia,regógna,botanica
brulé,brolé,francesismo
brulichio,bolegamènt,arcaico
bruma,brüma,arcaico
brunire,ëmbornì,arcaico
brunitore,bornidùr,
brunitore,smeriòt,
brusco,brösch,
brutti,bröcc,
brutto,bröt,
brutto muso,bröt grögn,
brutto scherzo,aciàda,
bubbola maggiore,bregoldéra,arcaico
bubbola maggiore,màsa de tambùr,micologia
bubbola maggiore,ombrèla,micologia
bubbola maggiore,umbrilù,micologia
bubbola minore,colombìna,micologia
bubbola minore,màsa,micologia
bubbolini,èrba isighèta,botanica
bubbolini,erzì,botanica
bubbolini,grasaröi,botanica
bubbolini,s'ciopì,botanica
bubbolini,verzulì,botanica
buca,büza,
buca del fienile,bòtola del fé,
buca della carbonaia,pója,
buca grossa,büzùna,
buca nel selciato,staròs,arcaico
buca per disperdere liquami,sòrba,
buca per disperdere liquami,sorbàna,
bucaneve,camoanilìne,botanica
bucaneve,fiùr de nève,botanica
bucaneve,gusìne,botanica
bucaneve,narsìs a campanèla,botanica
bucaneve,sigulìne,botanica
bucare,furà,
bucare,sbüzà,
bucato,bögàda,
"bucato, forato",sbüzàt,
buccia,pèl,
buccia,scórsa,
bucherellata,sbözeléta,
"bucine, rete per quaglie",suerèrba,
buco,büs,
"buco del ""seradèl"" (vano nel muro vicino alla porta)",sgös,
buco dell'acquaio,górla,
budella,bödèle,
budello,beròlt,arcaico
budello,bödèl,
budello crespato,crespù,
budello grosso,bödelù,
budello uniforme,caès,
bue,bò,
bue d'ingrasso,bò bornì,
bue magro,maròch,
"buffetto, scatto del dito",buf,
"buffetto, scatto del dito",gòga,
"buffetto, scatto del dito",gnóca,
"buffetto, scatto del dito",gnóga,
"buffetto, scatto del dito",mènëga,
buffone,büfù,
buffone,timilì,arcaico
buggerare,büzerà,
buggerona,büzerùna,
buggerona,büzùna,
buggerone,büzér,
bugia,bósgia,
bugia,bózia,
bugiardino,santificétor,figurativo
bugiardo,balù,
bugiardo,boziàdër,
bugiardo,fintùs,
bugigattolo,striciö,arcaico
bugola,èrba laurensiàna,botanica
bugola,èrba santamarìa,botanica
bulbero,bölbër,botanica
bulbo d'aglio,có d'ài,
bulbo oculare,bùrla de l'öcc,
bulino,bulì,attrezzo
bullettame,brocàm,
bullo,bülo,
bullo,camàlo,
bunio,lànsër,botanica
buona (alla),a la bùna,
buono,bù,
buono a nulla,scartòs,figurativo
"buonora, presto",bunùra,
buontempo,botép,
burattare,bugatà,
burattini,boricinèle,arcaico
burattini,giupì,
burattini,pürisinèi,arcaico
burattini,tóti,
buratto (grosso staio per separare la farina),bugàt,
burbero,börbër,
burbero,bölbër,
"bure, timone dell'aratro",burèta,arcaico
"bure, timone dell'aratro",timonsèl,
burella,camüsù,
burla,bèrla,
burla (luogo sotterraneo),bèrta,
burlare,bertezà,arcaico
burro,botér,
buscare,böscà,
bussare,ciocà,
bussare,picà,
bussetto (usato dal calzolaio per lucidare e lisciare suole e tacchi),lisèt,
busta,büsta,
busto,böst,
buttare,bötà,
buttare,sbàter,
buttare,sbötà,
buttare,tra vià,
buttarsi,bötàs,
buttato di traverso,stravacàt,
butterato,ënverölàt,arcaico
cabina,gabìna,
"cacapensieri (meditabondo, incerto)",pëstapóce,figurativo
cacatura,cagadüra,
cacchetta,pétol,
caccia,càsa,
cacciadiavoli,èrba de S. Gioàn,botanica
cacciadiavoli,lüsignöl,botanica
cacciadiavoli,pèrfora,botanica
cacciadiavoli,perforàda,botanica
cacciadiavoli,traforàda,botanica
cacciar via,sbolognà,
cacciare,casà,
cacciare al roccolo,rocolà,
"cacciare, uccellare",ozelà,
cacciatora,casadùra,
cacciatore,casadùr,
cacciatore al capanno,casadùr de pòsta,
cacciatore vagante,casadùr de bórsa,
cacciavite,casaìde,
caccola,grèpola del nas,
caccola,pètola,
caccola,sàcola,
cachessia,mal del cachètëch,malattia/male
cachettico,cachètëch,malattia/male
"cacio piccolo, magro",casolèt,
cadavere,cadàër,
cadere,"burlà, burlà zó",
caffettiera,cògoma,
caffettiera,machinèta del cafè,
cagione,cazù,arcaico
cagliare,cagià,
cagliato,cagiàt,
caglio,càcc,
caglio bianco,"bastù, bastù del Signùr",botanica
caglio bianco,bastunsì de la Madóna,botanica
caglio bianco,panadì de la Madóna,botanica
caglio bianco,trèpa de galìna,botanica
cagliovero o presame,lìga ma,botanica
cagliovero o presame,pìa ma,botanica
cagliovero o presame,èrba quàcc,botanica
cagna,càgna,attrezzo
cagnaccio,cagnös,
cagnarra,canèa,
cagnolino,cagnì,
calabrone,calavrù,
calandra,calandrù,ornitologia
calandra,rè de le serlóde,ornitologia
calandra,sarludù,ornitologia
calandrella,calandrèla,ornitologia
calandrella,lodolì,ornitologia
calandrella,sarlodì,ornitologia
calandrella,sarlodìna,ornitologia
calandro,ciòsa,ornitologia
calandro,ciochèta,ornitologia
calandro,ciosèta,ornitologia
calandro,durdì,ornitologia
calandro,pàsera ciòca,ornitologia
calandro,pîòpasa,ornitologia
calandro,pîónsa,ornitologia
calandro,sabiunìna,ornitologia
calandro,sguisitù,ornitologia
calandro maggiore,spîusù,ornitologia
calata,balcàda,arcaico
calcare,fracà,
calcareo,piltrìna,
calcatreppolo,forù,botanica
calcatreppolo,ënsalàta d'àsën,botanica
calcatreppolo,spi de àsën,botanica
calcestruzzo,serós,arcaico
calcinaccio,calsinàs,
calcino (malattia del baco da seta),mal calsì,
calcio del fucile,càls,
calcio nel sedere,pëndëlcül,
calcoli renali,mal de la préda,malattia/male
caldaia,caldèra,
caldarroste,bróstoi,
caldarroste,brüzàacc,
caldarroste,mondìne,
caldarroste,strìne,
caldarroste,tajàcc,
calderaio,ciaarì,arcaico
caldo soffocante,stòfëch,
calende,càlën,
calesse,birucì,
calessino,sediöl,arcaico
calicanto,calicàntus,botanica
calice,càlës,
caligine,calìsna,
calla,càla,botanica
callo,cal,
calmante,calmì,
calmiere,calmédër,
caloroso,pié de calùr,
calosce,surascàrpe,
calpestare,fulà,
calpestio,pestezamènt,
calta o farferugine,cocleariòt,botanica
calvo,pelàt,
calvo completamente,pelàt peladènt,
"calvo, pelato",pelàt,
calza grossa fatta coi ferri,scapì,
calza rovesciata,calsèt ënvèrs,
calzare,mètër le scàrpe,
calzascarpe,fèr de le scàrpe,
calze e calzini,calsècc,
calzettaia,calsetéra,
calzettone,calsitù,
calzino,scalfarì,
calzolaio,caliér,arcaico
calzolaio,scarpulì,
calzoncini,braghì,
calzone,pantalù,
calzoni,bràghe,
camareccione,rè de rosignöl,ornitologia
cambiali,pagaró,gergo-volgare
camebosso,bòs fàls,botanica
camedrio,calamandrìna,botanica
camedrio,calmédër,botanica
camedrio,camédrios,botanica
camedrio,èrba chìna,botanica
camedrio,èrba de la féër,botanica
camedrio,èrba querciöla,botanica
camedrio,rüsilìne,botanica
camedrio cervino,camédër,botanica
camedrio secondo,èrba ài,
camepizio,èrba artética,
camice,càmës,
camicetta,camizèta,
camicia,camìza,
camiciaia,camizéra,
camiciotto,camizòt,
camminare,scarpinà,
camminare,tapinà,figurativo
camminare a quattro zampe,rapatà,
camminare in fretta,rochetà,figurativo
"camminare in fretta, a lungo",sgambà,
camminata,caminàda,
camminata,saatàda,figurativo
camomilla,camomèla,
camomilla,camamìla,
camomilla vera,èrba de la màdër,botanica
camoscio,camòs,zoologia
campana (a campana),godé,francesismo
campanacci,ciòche,
campanaccio,bronzìna,
campanaccio,campanèla,
campanaccio,ciòca,
campanella,brónza,
campanella odorata,campanilìne,botanica
campanone,campanù,
campare,scampà,
campare a credito,stocà,
campere,campér,
campioni di campionario,mostrì,
campo coltivato,ciós,
campo piccolo,ciosèt,
canaglia,canarös,gergo-volgare
canale,dögàl,
canale (per far scorrere liberamente l'acqua quando il molino è fermo),gorgonèla,
canale d'irrigazione,sariöla,
canale d'irrigazione piccolo,dögalèt,
canale da molino,màrga,bassa bresciana
canaletto di scolo,solghér,
canapa,cànëf,botanica
canapa filtro per cagliata,s'ciaì,
canapiglia,albéra,ornitologia
canapiglia,grizaröla,ornitologia
canapiglia,laghér,ornitologia
canapiglia,laghéra,ornitologia
canapiglia,sigalùna,ornitologia
canapino,bajarèla,ornitologia
canapino,ciciarìna,ornitologia
canapino,cirabiciàcola,ornitologia
canapino,gozatì,ornitologia
canapino,gozèt,ornitologia
canapino,guzitìna,ornitologia
canapino maggiore,fluinòt,ornitologia
canapino maggiore,tüinòt,ornitologia
cancellato,scasàt,
cancelletto,ristilì,
cancello,restèl,
cancello,resteléra,
canchero,cànchër,
candelabro,serforàre,arcaico
candeliere,füsèra,
candeliere con smoccolatoio,portamòcoi,
candeline pirotecniche,fughèt,
cane,ca,
cane leoncino,ca pomér,
cane segugio,ca segùs,
cane segugio,ca següs,
cani (muta di cani),cagnoléra,
canile,gnéra,arcaico
canna,càna,
canna della polenta,trìza,arcaico
canna di palude,càna,botanica
